1.0 0.0 0.0
2.0 0.0 0.0
3.0 0.0 0.0
4.0 4.29660977603e-08 1.07985581662e-06
5.0 4.46822260498e-05 0.00140481338686
6.0 0.000170132009655 0.00781863904691
7.0 0.000299693906767 0.0209998655085
8.0 0.00039500737864 0.0408551019701
9.0 0.000464018680697 0.0670947401814
10.0 0.000517126010715 0.0995867257062
11.0 0.000612246026236 0.141902133307
12.0 0.000719778852377 0.196172180223
13.0 0.000742836269914 0.256848093401
14.0 0.000629318788835 0.312205865346
15.0 0.000470626939656 0.356561409433
16.0 0.000353021894656 0.392051041138
17.0 0.000275832207401 0.421513823976
18.0 0.000222002464281 0.446621711167
19.0 0.000183056742635 0.468475120445
20.0 0.000153941889237 0.487820028777
21.0 0.000130997703852 0.505104768588
22.0 0.000112571883157 0.520665588637
23.0 9.76095453573e-05 0.534771462446
24.0 8.52430574253e-05 0.547625812669
25.0 7.47429276167e-05 0.559366404284
26.0 6.58180283093e-05 0.570118622863
27.0 5.81727024669e-05 0.579987389337
28.0 5.15614479016e-05 0.58905855303
29.0 4.57790938288e-05 0.597400070392
30.0 4.07264373501e-05 0.605076822975
31.0 3.62933465415e-05 0.612145995449
32.0 3.23812226716e-05 0.618656626569
33.0 2.89192319503e-05 0.624652888048
34.0 2.58482270258e-05 0.630174800857
35.0 2.31271903859e-05 0.635260735656
36.0 2.07043178399e-05 0.639943942019
37.0 1.8543889497e-05 0.644254985698
38.0 1.66157267499e-05 0.648222173925
39.0 1.48998670174e-05 0.65187330032
40.0 1.33638462028e-05 0.655232001205
41.0 1.198918268e-05 0.658320541719
42.0 1.07577616516e-05 0.661159448137
43.0 9.65947892766e-06 0.663769216868
44.0 8.67233760321e-06 0.666166772653
45.0 7.78710874315e-06 0.668368525779
46.0 6.99335738916e-06 0.670389791557
47.0 6.2821772747e-06 0.672244979503
48.0 5.64300066565e-06 0.673946868409
49.0 5.06820142971e-06 0.675507246398
50.0 4.55192925769e-06 0.67693727715
51.0 4.08871160647e-06 0.678247473917
52.0 3.67117979515e-06 0.67944694247
53.0 3.29480637374e-06 0.680544142057
54.0 2.95663045582e-06 0.681547303137
55.0 2.65217303814e-06 0.682463828344
56.0 2.37687049037e-06 0.683300150137
57.0 2.12807590392e-06 0.684062302567
58.0 1.90397552468e-06 0.684756158367
59.0 1.70098966756e-06 0.685386728731
60.0 1.51688954013e-06 0.685958582615
61.0 1.34977388881e-06 0.686475916263
62.0 1.19818059158e-06 0.686942676485
63.0 1.06000773548e-06 0.687362270662
64.0 9.33491709785e-07 0.687737649951
65.0 8.17679980501e-07 0.688071596216
